S.no,Title,Authors,Year,Snippets,DOI,ArticleURL
75,Type I allergy induced by limulus amoebocyte lysate (LAL),"C Ebner, D Kraft, F Prasch, R Steiner…",1992,"… —of the horseshoe crab {Limulus … horseshoe crab measures up to 60 cm and inhabits the shallow waters ofthe North American Atlantic shelf. Its nearest relative, Tachypleus tridentatus, …",10.1111/j.1365-2222.1992.tb03104.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2222.1992.tb03104.x
76,Horseshoe crabs: biomedical importance and its potential use in developing health-care products,"V Kumar, S Roy, AK Sahoo, V Kumar",2016,"… Hemolymph plasma of Tachypleus tridentatus contains three … (amebocyte) lysate of the American horseshoe crab, Limulus … polyphemus are used to make Limulus amebocyte lysate (…",,https://nopr.niscpr.res.in/handle/123456789/35707
77,"Role of endogenous proteinase inhibitors in the regulation of the blood clotting system of the horseshoe crab, Limulus polyphemus","PB Armstrong, J Levin…",1984,"… present in certain batches of Limulus amebocyte lysate (35, 36, … between different batches of amebocyte lysate (35, 37-40). … tion system of a horseshoe crab (Tachypleus tridentatus): its …",10.1055/s-0038-1661152,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0038-1661152
78,"Response of the blood clotting system of the American horseshoe crab, Limulus polyphemus, to a novel form of lipopolysaccharide from a green alga","ML Conrad, RL Pardy, N Wainwright, A Child…",2006,"… polyphemus amebocyte lysate (LAL) test kits were obtained from Charles River Laboratories, … protease zymogen, factor C, from horseshoe crab (Tachypleus tridentatus) hemocytes …",,https://www.sciencedirect.com/science/article/pii/S1095643306001826
79,Effect of temperature on biochemical and cellular properties of captive Limulus polyphemus,"CJ Coates, EL Bradford, CA Krome, J Nairn",2012,"… status of the Atlantic horseshoe crab, Limulus polyphemus. L. … ; Tachypleus tridentatus (Leach, 1819), Tachypleus gigas (… for the production of Limulus amebocyte lysate (LAL) which …",,https://www.sciencedirect.com/science/article/pii/S0044848611010118
80,"Selected hemolymph constituents of captive, biomedically bled, and wild caught adult female American horseshoe crabs (Limulus polyphemus)","MJ James-Pirri, PA Veillette…",2012,… The biomedical industry obtains Limulus Amebocyte Lysate (LAL) from horseshoe crab hemolymph. LAL is the worldwide standard for detection of pyrogenic endotoxins in all injectable …,10.1080/10236244.2012.730216,https://www.tandfonline.com/doi/abs/10.1080/10236244.2012.730216
81,The use of physiological and transcriptional analyses to examine molting regulatory mechanisms in juvenile horseshoe crab Tachypleus tridentatus,"K Xiong, X Liu, Z Xie, K Waiho, JKH Fang, Y Wang…",2023,"… these, Tachypleus tridentatus and Carcinoscorpius … the horseshoe crab possesses high scientific and medicinal value in relation to bionics and medicine (Tachypleus Amebocyte Lysate …",,https://www.sciencedirect.com/science/article/pii/S0044848623002922
82,"The Indian horseshoe crab, Tachypleus gigas (Muller) and its biomedical applications",MS Alam,2007,"… , Limulus polyphemus and Tachypleus tridentatus occur in a … amoebocyte lysate without disturbing the natural population of the animals. Additionally, production of amoebocyte lysate …",,http://irgu.unigoa.ac.in/drs/bitstream/handle/unigoa/3248/alam_ms_h_2007.pdf?sequence=1
83,"Atlantic horseshoe crabs and endotoxin testing: perspectives on alternatives, sustainable methods, and the 3Rs (replacement, reduction, and refinement)",R Gorman,2020,… This involves the utilization of Tachypleus tridentatus (commonly known as the Chinese … on the Atlantic horseshoe crab (Limulus polyphemus) and the Limulus Amebocyte Lysate (LAL) …,10.3389/fmars.2020.582132,https://www.frontiersin.org/articles/10.3389/fmars.2020.582132/full
84,Biotechnology efforts to conserve horseshoe crabs through the development of recombinant factor C-based endotoxin test,"P Li, B Ho, JL Ding",2015,… (FDA) approved the Limulus amoebocyte lysate (LAL) for testing … and bleeding of the horseshoe crab. Problems with the … ); Tachypleus tridentatus (in East Asia) and Tachypleus gigas …,10.1007/978-3-319-19542-1_29,https://link.springer.com/chapter/10.1007/978-3-319-19542-1_29
85,Synthetic peptides that mimic the binding site of horseshoe crab antilipopolysaccharide factor,"M Kloczewiak, KM Black, P Loiselle…",1994,… Tachypleus antilipopolysaccharide (LPS) factor (TALF) is a protein of 102 amino acids in the lysate of amebocytes of Tachypleus tridentatus … coagulation of limulus amebocyte lysate (…,,https://academic.oup.com/jid/article-abstract/170/6/1490/850643
86,"Microscopical, Biochemical, and Immunological Studies of the Immune Defense System of the Horseshoe Crab, Limulus polyphemus","P Suhr-Jessen, L Baek…",1989,"… trident atus by LM serial sections and TEM (PP Jakobsen, and P. Suhr-Jessen, unpub.). … in invertebrates in general, but may also lead to improvements of the Limulus amebocyte lysate. …",10.2307/1541987,https://www.journals.uchicago.edu/doi/abs/10.2307/1541987
87,Tachyplesin and anti-lipopolysaccharide factor,"T Muta, S Iwanaga",1997,"… In the horseshoe crab (also called limulus), an arthropod, the hemocytes are extremely sensitive to LPS on the outer membrane of Gram-negative bacteria (1,2). In the presence of …",10.1385/0-89603-408-9:63,https://link.springer.com/protocol/10.1385/0-89603-408-9:63
88,Comparative study on horseshoe crab coagulogens,"F Shishikura, K Sekiguchi",1978,"… ABSTRACT Tachypleus tridentatus, Tachypleus gigas, Limulus polyphemus, and … tridentatus could cause the gelation of the coagulogen not only from the species but also …",10.1002/jez.1402060214,https://onlinelibrary.wiley.com/doi/abs/10.1002/jez.1402060214
89,"Clinical Evaluation, Common Diseases, and Veterinary Care of the Horseshoe Crab, Limulus polyphemus","MW Nolan, SA Smith",2009,"… In the case of horseshoe crabs, the species should be defined as being Limulus polyphemus, Tachypleus gigas, T. tridentatus, or Carcinoscorpius rotundicauda. Although there are no …",10.1007/978-0-387-89959-6_30,https://link.springer.com/chapter/10.1007/978-0-387-89959-6_30
90,DNA encoding horseshoe crab amebocyte lysate factor G subunit A,"S Iwanaga, T Muta, N Seki, T Oda",2000,US6077946A - DNA encoding horseshoe crab amebocyte lysate factor G subunit A - Google Patents US6077946A - DNA encoding horseshoe crab amebocyte lysate factor G subunit A …,,https://patents.google.com/patent/US6077946A/en
91,A new (1→ 3)-β-D-glucan-mediated coagulation pathway found in Limulus amebocytes,"T Morita, S Tanaka, T Nakamura, S Iwanaga",1981,… The amebocytes of horseshoe crab (Limulus) hemolymph contain a coagulation system … The amebocyte lysate from Tachypleus tridentatus (Japanese horseshoe crab) was prepared …,,https://core.ac.uk/download/pdf/82610665.pdf
92,Coagulogens from Four Living Species of Horseshoe Crabs (Limulide): Comparison of Their Biochemical and Immunochemical Properties,"F Shishikura, S NAKAMURA…",1983,"… very similar to that of an acidified amebocyte lysate from the Japanese horseshoe crab (TT) {17). The elution was monitored by clot formation with addition of trypsin or clotting enzyme, …",,https://academic.oup.com/jb/article-abstract/94/4/1279/782000
93,New insights into the hemolymph coagulation cascade of horseshoe crabs initiated by autocatalytic activation of a lipopolysaccharide-sensitive zymogen,"S Kawabata, T Shibata",2022,"… coast of North America, and Tachypleus tridentatus, Tachypleus gigas, and Carcinoscorpius … based on studies of the Japanese horseshoe crab T. tridentatus conducted in our laboratory …",,https://www.sciencedirect.com/science/article/pii/S0145305X22001537
94,In Depth Exploration of the Hemolymph of Limulus polyphemus via Combinatorial Peptide Ligand Libraries,"A D'Amato, A Cereda, A Bachi, JC Pierce…",2010,… field the horseshoe crab is very well-known because of the “Limulus amebocyte lysate (LAL) … intracellular coagulation inhibitor type 2 precursor Tachypleus tridentatus 50 50−80 4 × 10 −…,10.1021/pr1002033,https://pubs.acs.org/doi/abs/10.1021/pr1002033
95,"Physiological impacts of time in holding ponds, biomedical bleeding, and recovery on the Atlantic horseshoe crab, Limulus polyphemus","KL Hamilton, LE Burnett, KG Burnett…",2020,"… horseshoe crab (HSC), Limulus polyphemus, is harvested and bled to produce Limulus Amebocyte Lysate (… horseshoe crab Tachypleus tridentatus (Xiphosura) under laboratory culture …",,https://www.sciencedirect.com/science/article/pii/S1095643319303186
96,Horseshoe crabs,SA Smith,2012,"… The two Tachypleus species appear to be safe for … In Thailand, Tachypleus tridentatus is the species representing … of the horseshoe crab’s hemolymph, is limulus amebocyte lysate (LAL) …",,https://books.google.com/books?hl=en&lr=&id=NaAMh8sEU4oC&oi=fnd&pg=PA173&dq=horseshoecrab+tachypleus+limulus+tridentatus+amebocyte+lysate&ots=VKMgFsObaY&sig=-bUBa1dUCW4G802_TgyiGuWZisI
97,Transcriptomic Signature of Horseshoe Crab Carcinoscorpius rotundicauda Hemocytes' Response to Lipopolysaccharides,"ME Sarmiento, KL Chin, NS Lau, N Ismail…",2022,"… the coasts in Asia, and Limulus polyphemus (L. polyphemus), … that is the source of limulus amebocyte lysate (LAL), which is … tridentatus and C. rotundicauda after the infection with gram-…",,https://www.mdpi.com/1467-3045/44/12/399
98,"Exploring the nutritional composition of cultured horseshoe crab (Tachypleus gigas): A study of proximate composition, minerals, amino acids, and fatty acids","NI Ishak, F Misni, HP Khoon, NQIM Noor…",2023,… copper-based blue blood provides the source of limulus amebocyte lysate (LAL) used in medical … There has been a recent surge in the popularity of horseshoe crab as a food product in …,,https://www.sciencedirect.com/science/article/pii/S2949824423000617
99,Evaluation of indoor and outdoor aquaculture systems as alternatives to harvesting hemolymph from random wild capture of horseshoe crabs,"R Tinker-Kulberg, AL Dellinger, LC Gentit…",2020,… This study evaluated two approaches to the aquaculture of Limulus polyphemus with the ultimate goal of harvesting Limulus amebocyte lysate (LAL) at an industrial scale. To monitor …,10.3389/fmars.2020.568628,https://www.frontiersin.org/articles/10.3389/fmars.2020.568628/full
100,Role of Hemocyte-Derived Granular Components in Invertebrate Defense',"T SAITO, SI KAWABATA",1994,"… the amebocytes of Limulus polyphemus, the horseshoe crab. … the Japanese horseshoe crab Tuchypleus tridentatus and im… found in horseshoe crab (Tachypleus tridentatus) hemocytes…",,https://www.academia.edu/download/73995934/j.1749-6632.1994.tb33566.x20211031-20147-mln0qs.pdf
101,Draft genomic and transcriptome resources for marine chelicerate Tachypleus tridentatus,"YY Liao, PW Xu, KY Kwan, ZY Ma, HY Fang, JY Xu…",2019,… for the amoebocyte lysate of Tachypleus has dramatically … tridentatus genome and transcriptome in this study provides … to conserve the endangered Asian horseshoe crab and to …,,https://www.nature.com/articles/sdata201929
102,Biology and conservation of horseshoe crabs,"JT Tanacredi, ML Botton, DR Smith",2009,… horseshoe crab. Earth has only four extant horseshoe crabs: Limulus polyphemus in North America; Tachypleus tridentatus; … a chemical known as Limulus amebocyte lysate or LAL that …,10.1007/978-0-387-89959-6,https://link.springer.com/content/pdf/10.1007/978-0-387-89959-6.pdf
103,Clotting processes in crustacea decapoda,M DURLIAT,1985,… method for bacterial endotoxins using horseshoe crab (Tachypleus tridentatus) hemocyte … Fractionation of Limulus amoebocyte lysate. Characterization of activation of the proclotting …,10.1111/j.1469-185X.1985.tb00620.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-185X.1985.tb00620.x
104,MAGNESIUM DEPENDENCE OF ENDOTOXIN-INDUCED DEGRANULATION OF LIMULUS AMEBOCYTES,"GW Cannon, M Tsuchiya, D Rittschof…",1986,"… Amebocytes are blood cells that function in the defense system of the horseshoe crab Limulus polyphemus. When they are withdrawn from the animal, they flatten and degranulate …",10.2307/1541675,https://www.journals.uchicago.edu/doi/abs/10.2307/1541675
105,Biochemical properties and cDNa cloning of two new lectins from the plasma of Tachypleus tridentatus: Tachypleus plasma lectin 1 and 2+,"SC Chen, CH Yen, MS Yeh, CJ Huang…",2001,"… Tachypleus plasma lectin-2 (TPL-2), have been isolated from the plasma ofTachypleus tridentatus … broad range of specificity have been identified in the amebocytes of horseshoe crab ( …",,https://www.jbc.org/article/S0021-9258(19)34218-8/abstract
106,Ligand specificities and structural requirements of two Tachypleus plasma lectins for bacterial trapping,"TH Kuo, SC Chuang, SY Chang…",2006,"… Tachypleus tridentatus (horseshoe crab, also known as Limulus) is an arthropod which … -4, have been identified in haemocytes of the Japanese horseshoe crab. TL-1 binds LPS through …",,https://portlandpress.com/biochemj/article-abstract/393/3/757/79107
107,Properties of the clotting enzyme responsible for endotoxin-mediated Limulus coagulation,"AE Torano, S Nakamura, J Levin",1984,"… of the American horseshoe crab ( Limulus polyphemus ), was … from the Japanese horseshoe crab ( Tachypleus tridentatus ) (… These properties of the Limulus enzyme were identical with …",,https://www.sciencedirect.com/science/article/pii/0049384884902457
108,Isolation of a novel lectin from the hemolymph of horseshoe crabs Limulus polyphemus and its hemagglutinating properties,"I Tsuboi, K Yanagi, M Matsukawa, H Kubota…",1996,"… hemolymph of American horseshoe crab, Limulus polyphemus by … horseshoe crab, Tachypleus tridentatus. Biochim. Biophys. … asian horseshoe crab, Tachypleus gigas. Biosci. Biotech. …",,https://www.sciencedirect.com/science/article/pii/0305049196020093
